seed,p0,p1,p2,p3,avg,income0,income1,income2,income3,money0,money1,money2,money3,canal_income0,canal_income1,canal_income2,canal_income3,elapsed_us
336,97,88,82,107,93.50,23,10,20,15,47,42,39,65,5,5,11,10,351544
337,113,81,100,103,99.25,18,14,23,20,10,13,5,14,8,8,12,5,642445
338,105,77,84,79,86.25,20,0,19,5,49,44,54,32,11,3,9,8,446148
339,112,113,91,94,102.50,25,14,17,11,30,47,24,17,11,7,-1,5,446821
340,88,105,112,98,100.75,23,13,24,14,24,31,79,38,5,7,12,10,382072
341,112,109,106,94,105.25,21,22,18,17,34,38,23,16,6,9,9,7,581901
342,106,110,98,98,103.00,12,22,11,25,45,47,42,24,6,12,6,11,621451
343,93,93,93,97,94.00,22,2,11,24,7,43,44,24,5,6,6,13,409118
344,86,107,88,121,100.50,10,10,27,21,31,30,26,41,9,6,10,8,605034
345,94,91,95,106,96.50,17,12,20,25,12,22,27,26,9,-3,11,11,596019
346,104,74,88,97,90.75,16,19,11,8,24,47,28,15,6,-1,4,8,446471
347,103,89,111,113,104.00,14,20,24,20,47,40,26,28,6,9,6,7,732352
348,77,121,108,96,100.50,-4,28,23,17,9,59,15,22,2,15,8,8,476325
349,110,89,62,81,85.50,22,22,-2,15,48,46,33,14,6,12,4,10,502754
350,93,146,117,104,115.00,22,13,19,16,48,34,27,26,10,7,9,5,533457
351,107,106,88,60,90.25,8,27,10,6,28,50,26,15,8,13,7,4,406594
352,99,107,91,83,95.00,23,11,9,-2,31,10,44,47,6,5,8,4,345215
353,111,130,116,106,115.75,14,23,10,18,24,47,19,38,7,8,6,8,655135
354,77,96,81,101,88.75,16,24,1,-6,7,54,46,48,5,10,3,3,509351
355,119,80,116,85,100.00,11,20,20,14,53,12,23,10,11,-1,6,8,539430
356,134,99,88,110,107.75,12,14,9,26,8,24,42,42,6,11,-5,10,543285
357,97,94,121,126,109.50,12,8,24,19,15,15,26,10,8,6,6,7,673917
358,96,87,112,86,95.25,21,13,23,9,18,39,54,44,3,8,5,9,495080
359,95,108,98,102,100.75,20,19,18,10,49,42,21,42,7,9,9,3,500133
360,93,92,121,95,100.25,22,18,1,23,54,26,47,26,12,8,7,11,446704
361,101,107,104,105,104.25,14,13,23,16,15,19,13,8,11,11,9,8,453056
362,103,94,110,100,101.75,14,20,18,3,17,26,37,39,8,4,8,3,403292
363,83,89,100,90,90.50,18,22,8,6,17,43,42,24,13,1,5,3,448002
364,115,101,99,105,105.00,21,11,22,22,28,17,41,83,11,12,8,11,391969
365,88,120,83,108,99.75,16,20,17,17,17,24,32,31,5,9,2,11,546086
366,83,99,95,80,89.25,12,22,10,15,16,30,31,12,7,4,8,2,480656
367,79,109,90,80,89.50,3,14,14,24,23,2,13,33,2,8,1,12,449110
368,97,102,72,99,92.50,11,14,20,19,18,12,49,19,8,10,9,6,425405
369,98,90,98,99,96.25,25,8,20,6,17,47,24,44,11,8,10,2,330184
370,82,99,97,124,100.50,3,6,15,20,45,45,48,62,7,5,5,11,458620
371,80,86,82,111,89.75,4,15,23,9,5,46,32,45,-4,5,11,4,234092
372,108,105,99,95,101.75,23,5,10,19,25,42,30,28,2,7,8,4,351636
373,90,83,102,115,97.50,23,19,11,11,23,35,31,23,3,7,8,7,438063
374,86,103,83,123,98.75,24,19,3,6,48,42,21,47,11,9,5,4,372671
375,98,82,106,85,92.75,8,23,7,23,19,42,25,52,5,12,11,10,532124
376,85,95,106,79,91.25,10,21,15,0,14,66,13,24,3,8,3,4,368081
377,106,112,78,92,97.00,25,9,16,0,52,20,42,53,13,5,3,4,483000
378,85,98,107,103,98.25,20,18,4,15,41,30,40,43,7,5,6,6,406783
379,89,89,85,107,92.50,8,19,20,6,49,12,57,21,5,10,4,8,471044
380,79,79,101,106,91.25,10,13,14,21,15,49,51,29,4,8,5,12,424892
381,97,104,111,100,103.00,15,20,26,9,29,44,46,46,5,12,13,4,564520
382,85,83,86,65,79.75,3,14,14,18,29,47,21,53,6,4,4,2,508668
383,84,108,63,124,94.75,18,15,8,17,19,20,39,17,12,7,7,12,622560
384,125,96,125,95,110.25,27,7,3,21,33,8,30,42,14,3,4,9,385842
385,108,84,125,84,100.25,22,10,23,8,26,23,21,39,9,7,8,5,426544
386,109,117,108,101,108.75,8,18,28,15,44,17,39,36,10,8,15,3,442751
387,102,79,81,113,93.75,20,17,20,12,51,35,15,26,11,7,8,9,400167
388,110,76,114,86,96.50,22,13,16,13,13,22,28,43,10,-1,10,3,566121
389,124,99,84,100,101.75,23,12,8,20,49,44,13,52,6,11,2,8,725058
390,111,71,86,112,95.00,13,5,17,23,36,26,22,26,11,7,5,9,472311
391,95,87,101,105,97.00,15,4,22,20,16,43,48,46,6,6,11,6,454918
392,91,102,101,91,96.25,21,23,4,14,24,72,37,44,5,10,6,9,545631
393,87,89,108,83,91.75,6,19,24,3,16,35,7,41,4,9,8,4,273560
394,80,96,95,114,96.25,27,17,19,1,56,29,47,47,11,8,8,4,467371
395,127,98,134,112,117.75,22,13,-6,19,46,14,34,43,7,7,5,11,623419
396,119,74,111,90,98.50,23,1,25,15,25,37,32,9,8,2,13,4,539834
397,103,85,108,94,97.50,3,3,26,9,52,29,18,55,6,1,12,12,297585
398,94,124,109,91,104.50,25,11,17,-2,76,37,24,21,13,12,6,2,466240
399,89,81,102,122,98.50,24,13,11,17,57,47,34,38,12,5,6,9,372328
400,82,63,92,96,83.25,-3,2,11,21,27,43,58,56,3,4,2,10,345472
401,121,89,88,92,97.50,17,16,25,10,22,31,37,45,11,12,5,12,415880
402,103,89,67,119,94.50,19,22,7,13,65,22,20,47,8,7,8,2,317313
403,97,96,126,97,104.00,16,19,22,12,43,46,18,47,6,12,14,3,523734
404,100,84,94,109,96.75,12,1,27,19,26,44,60,25,6,2,12,11,325218
405,98,96,98,133,106.25,24,11,26,19,25,40,54,32,7,7,10,11,682371
406,107,84,92,89,93.00,22,7,15,6,33,56,40,30,10,1,4,1,512980
407,105,107,69,78,89.75,5,26,-3,16,11,40,7,49,5,9,1,8,430716
408,109,111,115,92,106.75,24,13,14,5,32,30,41,34,10,8,5,8,496107
409,77,103,129,102,102.75,-6,17,13,26,25,27,18,23,1,7,8,7,371075
410,96,103,122,93,103.50,21,15,14,10,39,37,25,33,5,6,11,6,538880
411,70,84,110,80,86.00,6,26,15,0,38,87,15,26,4,6,5,5,269413
412,100,126,98,109,108.25,16,19,16,14,24,43,48,57,7,12,8,7,375427
413,101,107,101,100,102.25,19,18,7,3,25,21,45,22,5,11,8,5,436535
414,81,110,86,97,93.50,-4,11,24,3,20,37,55,31,3,6,11,-2,304133
415,98,123,115,97,108.25,23,23,7,5,45,54,20,14,10,11,5,6,670414
416,100,124,58,95,94.25,15,19,19,12,16,16,43,35,5,10,1,7,341072
417,91,117,119,110,109.25,-1,25,4,23,39,79,40,53,2,10,7,11,436077
418,114,128,104,105,112.75,11,23,27,1,30,42,48,25,7,11,11,3,564279
419,78,93,99,88,89.50,8,11,15,23,40,25,57,34,8,7,9,9,388656
420,103,82,111,88,96.00,21,-3,22,21,24,21,28,50,6,3,9,10,353500
421,125,120,78,99,105.50,7,21,14,20,17,27,46,51,4,6,6,10,466813
422,127,71,101,99,99.50,21,20,14,2,32,27,55,31,11,5,6,4,402505
423,121,96,126,118,115.25,10,17,21,19,38,22,42,28,9,10,12,7,409604
424,98,106,90,114,102.00,12,25,14,15,16,67,16,25,4,12,1,12,450742
425,100,88,97,97,95.50,17,13,19,19,36,18,55,43,11,11,7,8,492281
426,100,102,112,136,112.50,12,24,18,17,30,29,25,12,7,4,12,10,419632
427,101,99,107,103,102.50,11,2,11,24,23,34,13,41,8,4,8,11,382495
428,88,117,76,87,92.00,8,24,1,18,20,16,43,30,8,7,5,4,370015
429,123,132,92,106,113.25,14,18,12,24,2,46,26,29,6,7,8,5,485034
430,108,90,111,98,101.75,22,11,25,11,25,22,65,23,6,3,9,7,514648
431,80,121,123,108,108.00,10,-5,21,28,44,11,15,57,5,1,10,12,465450
432,86,71,100,79,84.00,6,11,5,22,34,41,14,36,8,0,6,12,254662
433,96,93,87,125,100.25,18,20,14,18,15,64,25,33,13,6,12,10,625930
434,104,94,82,97,94.25,12,23,7,22,30,69,23,23,6,7,6,7,369720
435,83,89,113,91,94.00,23,15,20,16,30,13,38,23,8,11,10,10,350826
436,97,81,83,92,88.25,6,14,22,21,19,22,55,58,7,7,10,10,630506
437,90,115,70,65,85.00,13,16,16,11,35,45,28,33,3,11,3,5,508744
438,125,96,86,69,94.00,12,16,22,-1,18,47,50,26,9,4,5,1,382724
439,118,81,70,114,95.75,22,20,10,20,40,66,20,21,9,7,9,8,470103
440,135,109,80,110,108.50,14,24,17,11,25,32,28,21,11,10,7,10,508978
441,114,118,107,103,110.50,16,15,7,24,26,20,30,31,7,10,8,11,857632
442,91,108,104,81,96.00,19,11,16,22,17,49,64,25,1,11,10,10,1003082
443,71,102,88,89,87.50,12,17,18,19,33,35,28,24,4,7,7,7,603853
444,113,111,100,108,108.00,20,24,10,15,26,26,40,33,6,10,4,5,900819
445,91,100,110,111,103.00,21,14,24,10,46,20,44,8,6,4,12,5,375883
446,88,70,91,113,90.50,12,-2,20,20,25,27,53,16,3,2,6,6,682613
447,101,97,110,106,103.50,10,20,22,15,33,26,27,16,8,11,4,10,736558
448,107,107,85,96,98.75,11,12,15,21,35,26,13,52,9,4,3,7,564571
449,84,91,74,101,87.50,6,8,23,11,50,43,33,20,2,5,4,9,546233
450,90,100,101,89,95.00,20,14,19,13,17,35,45,8,5,9,12,5,644513
451,108,96,84,125,103.25,26,21,25,2,13,21,40,20,14,5,8,5,514668
452,103,70,118,112,100.75,9,19,12,16,35,42,8,38,7,9,9,7,750371
453,101,109,95,105,102.50,25,22,11,8,34,52,23,41,6,11,6,9,696987
454,95,102,63,98,89.50,11,22,20,14,38,35,27,23,2,6,4,5,611352
455,86,96,116,91,97.25,19,6,26,7,35,30,61,46,5,3,10,6,558587
456,91,78,121,118,102.00,22,1,13,26,53,45,15,46,11,5,8,8,571413
457,103,86,85,94,92.00,22,-1,10,25,13,38,23,69,12,4,6,10,278410
458,116,120,91,109,109.00,20,20,9,12,20,26,32,51,10,11,7,9,376435
459,91,86,113,104,98.50,12,15,15,16,39,20,13,14,4,8,7,2,381009
460,103,78,129,80,97.50,25,1,13,18,40,32,25,23,11,5,2,8,643895
461,94,95,84,111,96.00,12,8,11,22,41,37,43,31,6,6,7,8,345771
462,95,115,113,94,104.25,10,18,12,5,32,52,19,31,4,7,8,8,388056
463,118,66,99,107,97.50,-4,22,12,21,26,35,15,23,3,6,3,6,487407
464,94,82,94,67,84.25,26,5,16,15,54,29,35,49,12,2,11,4,469468
465,92,116,112,119,109.75,2,22,6,24,17,28,2,70,6,7,1,12,732290
466,95,110,98,88,97.75,19,14,12,18,32,48,16,32,9,10,7,7,563656
467,101,87,64,110,90.50,3,24,17,13,30,39,37,44,5,6,3,12,433803
468,96,118,114,100,107.00,19,10,8,26,48,17,41,53,6,6,9,8,371812
469,100,97,120,85,100.50,19,7,19,24,12,39,18,37,9,10,6,12,571994
470,82,100,82,110,93.50,2,19,10,15,47,48,39,29,3,9,5,4,532285
471,96,98,90,97,95.25,5,14,23,16,41,34,15,28,7,6,10,5,521363
472,93,110,86,112,100.25,2,27,1,24,35,29,17,53,5,9,6,7,482246
473,97,81,77,104,89.75,-1,1,23,7,37,32,58,30,3,5,12,8,475385
474,81,93,95,106,93.75,-2,15,25,4,22,45,66,46,4,10,11,7,414607
475,101,94,89,115,99.75,23,13,11,23,59,24,42,44,11,8,4,10,632276
476,93,139,92,107,107.75,2,26,14,23,42,29,43,21,5,13,8,8,504533
477,116,113,91,142,115.50,20,8,10,20,30,15,17,30,3,6,5,11,475594
478,80,73,101,120,93.50,15,14,18,9,27,13,45,32,7,4,13,5,456391
479,103,97,117,107,106.00,5,2,26,24,28,40,55,20,0,4,16,9,392840
480,113,119,91,80,100.75,5,8,22,16,22,38,28,46,11,10,7,9,383307
481,63,61,102,86,78.00,4,-7,12,19,25,45,26,24,4,0,7,4,321353
482,115,108,88,99,102.50,22,19,16,14,33,28,19,9,9,9,1,5,500650
483,88,89,126,115,104.50,6,23,23,5,45,14,18,34,6,14,13,5,360693
484,91,98,102,105,99.00,23,-2,16,18,31,34,15,15,8,3,11,11,585205
485,95,110,113,121,109.75,23,9,16,23,57,42,21,32,10,6,11,12,458047
486,81,99,128,107,103.75,4,9,25,25,33,55,20,51,6,5,11,5,399294
487,92,83,90,125,97.50,17,18,3,22,23,57,34,49,9,9,6,6,785793
488,128,81,112,107,107.00,13,1,21,19,15,48,58,29,11,1,11,7,403531
489,104,85,103,96,97.00,14,9,18,19,18,47,28,27,5,3,8,10,744729
490,72,114,105,99,97.50,-1,23,13,20,47,51,26,19,1,7,8,12,540037
491,108,73,102,65,87.00,23,-5,3,-2,65,45,19,37,15,2,5,4,272172
492,98,105,101,90,98.50,0,16,29,24,43,20,46,44,5,7,16,7,467211
493,95,113,81,114,100.75,8,15,19,24,44,18,48,75,9,9,7,10,304135
494,90,87,83,93,88.25,13,5,24,-5,13,32,64,8,10,6,6,4,337516
495,78,97,103,90,92.00,12,5,21,-1,15,43,42,54,4,5,13,4,207986
496,62,123,97,99,95.25,11,22,12,22,30,25,14,40,-3,10,3,12,553442
497,90,111,106,97,101.00,-1,25,22,6,43,37,74,18,3,12,5,7,490729
498,93,86,100,108,96.75,19,15,4,20,37,43,27,37,4,2,7,11,581726
499,102,77,100,105,96.00,12,17,19,13,43,107,26,38,9,10,8,7,272246
